,Empresa,Unnamed: 0,Apertura,Precio_alto,Precio_bajo,Cierre,Dia
226,Harmony Gold,226,4.269999980926514,4.329999923706055,4.210000038146973,4.230000019073486,2023-06-23 00:00:00-04:00
227,Harmony Gold,227,4.25,4.269999980926514,4.179999828338623,4.210000038146973,2023-06-26 00:00:00-04:00
228,Harmony Gold,228,4.230000019073486,4.239999771118164,4.039999961853027,4.070000171661377,2023-06-27 00:00:00-04:00
229,Harmony Gold,229,4.079999923706055,4.119999885559082,4.050000190734863,4.070000171661377,2023-06-28 00:00:00-04:00
230,Harmony Gold,230,4.03000020980835,4.159999847412109,3.9800000190734863,4.150000095367432,2023-06-29 00:00:00-04:00
231,Harmony Gold,231,4.110000133514404,4.210000038146973,4.079999923706055,4.199999809265137,2023-06-30 00:00:00-04:00
232,Harmony Gold,232,4.230000019073486,4.28000020980835,4.210000038146973,4.28000020980835,2023-07-03 00:00:00-04:00
233,Harmony Gold,233,4.28000020980835,4.28000020980835,4.099999904632568,4.099999904632568,2023-07-05 00:00:00-04:00
234,Harmony Gold,234,4.050000190734863,4.050000190734863,3.869999885559082,3.880000114440918,2023-07-06 00:00:00-04:00
235,Harmony Gold,235,3.920000076293945,3.9600000381469727,3.859999895095825,3.920000076293945,2023-07-07 00:00:00-04:00
236,Harmony Gold,236,3.859999895095825,4.03000020980835,3.859999895095825,3.990000009536743,2023-07-10 00:00:00-04:00
237,Harmony Gold,237,4.039999961853027,4.139999866485596,4.03000020980835,4.079999923706055,2023-07-11 00:00:00-04:00
238,Harmony Gold,238,4.21999979019165,4.449999809265137,4.199999809265137,4.420000076293945,2023-07-12 00:00:00-04:00
239,Harmony Gold,239,4.559999942779541,4.570000171661377,4.440000057220459,4.480000019073486,2023-07-13 00:00:00-04:00
240,Harmony Gold,240,4.5,4.659999847412109,4.5,4.599999904632568,2023-07-14 00:00:00-04:00
241,Harmony Gold,241,4.519999980926514,4.610000133514404,4.449999809265137,4.579999923706055,2023-07-17 00:00:00-04:00
242,Harmony Gold,242,4.659999847412109,4.699999809265137,4.610000133514404,4.630000114440918,2023-07-18 00:00:00-04:00
243,Harmony Gold,243,4.630000114440918,4.650000095367432,4.510000228881836,4.570000171661377,2023-07-19 00:00:00-04:00
244,Harmony Gold,244,4.639999866485596,4.639999866485596,4.489999771118164,4.510000228881836,2023-07-20 00:00:00-04:00
245,Harmony Gold,245,4.460000038146973,4.519999980926514,4.460000038146973,4.5,2023-07-21 00:00:00-04:00
246,Harmony Gold,246,4.519999980926514,4.53000020980835,4.429999828338623,4.460000038146973,2023-07-24 00:00:00-04:00
247,Harmony Gold,247,4.489999771118164,4.510000228881836,4.429999828338623,4.489999771118164,2023-07-25 00:00:00-04:00
248,Harmony Gold,248,4.489999771118164,4.489999771118164,4.360000133514404,4.449999809265137,2023-07-26 00:00:00-04:00
249,Harmony Gold,249,4.360000133514404,4.389999866485596,4.179999828338623,4.190000057220459,2023-07-27 00:00:00-04:00
250,Harmony Gold,250,4.300000190734863,4.327899932861328,4.260000228881836,4.300000190734863,2023-07-28 00:00:00-04:00
